date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:44:28	21154/21154	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Feb%202017%2011:44:27%20GMT	https://innoculusteam.wordpress.com/	C:/My%20Web%20Sites/Innoculus/innoculusteam.wordpress.com/index.html	(from )
22:44:29	104/104	---MCZ	200	added ('OK')	text/plain	date:Sat,%2011%20Feb%202017%2011:44:27%20GMT	https://innoculusteam.wordpress.com/robots.txt		(from )
22:44:29	42/42	---MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Sat,%2011%20Feb%202017%2011:44:28%20GMT	https://innoculusteam.wordpress.com/xmlrpc.php	C:/My%20Web%20Sites/Innoculus/innoculusteam.wordpress.com/xmlrpc.php	(from https://innoculusteam.wordpress.com/)
22:44:29	5605/5605	---MCZ	200	added ('OK')	text/css	date:Sat,%2011%20Feb%202017%2011:44:28%20GMT	https://s0.wp.com/wp-content/mu-plugins/global-print/global-print.css?m=1465851035h	C:/My%20Web%20Sites/Innoculus/s0.wp.com/wp-content/mu-plugins/global-print/global-print6805.css	(from https://innoculusteam.wordpress.com/)
22:44:30	890/890	---MCZ	200	added ('OK')	text/xml	date:Sat,%2011%20Feb%202017%2011:44:29%20GMT	https://innoculusteam.wordpress.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/Innoculus/innoculusteam.wordpress.com/xmlrpc0db0.php	(from https://innoculusteam.wordpress.com/)
22:44:30	8407/8407	---MCZ	200	added ('OK')	application/rss+xml	date:Sat,%2011%20Feb%202017%2011:44:28%20GMT	https://innoculusteam.wordpress.com/feed/	C:/My%20Web%20Sites/Innoculus/innoculusteam.wordpress.com/feed/index.html	(from https://innoculusteam.wordpress.com/)
22:44:30	878/878	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2299b889a9cd748e8b4eca0eb3758d138d%22	https://innoculusteam.wordpress.com/comments/feed/	C:/My%20Web%20Sites/Innoculus/innoculusteam.wordpress.com/comments/feed/index.html	(from https://innoculusteam.wordpress.com/)
22:44:30	1493/1493	---MCZ	200	added ('OK')	application/xml	date:Sat,%2011%20Feb%202017%2011:44:29%20GMT	https://innoculusteam.wordpress.com/osd.xml	C:/My%20Web%20Sites/Innoculus/innoculusteam.wordpress.com/osd.xml	(from https://innoculusteam.wordpress.com/)
22:44:30	2209/2209	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Feb%202017%2008:00:28%20GMT	https://innoculusteam.files.wordpress.com/2017/02/cropped-innoculus-icon.png?w=32	C:/My%20Web%20Sites/Innoculus/innoculusteam.files.wordpress.com/2017/02/cropped-innoculus-icon76ca.png	(from https://innoculusteam.wordpress.com/)
22:44:30	20321/20321	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Feb%202017%2008:00:28%20GMT	https://innoculusteam.files.wordpress.com/2017/02/cropped-innoculus-icon.png?w=192	C:/My%20Web%20Sites/Innoculus/innoculusteam.files.wordpress.com/2017/02/cropped-innoculus-icon9939.png	(from https://innoculusteam.wordpress.com/)
22:44:31	20650/20650	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2255faca7a-50aa%22	http://0.gravatar.com/js/gprofiles.js?ver=201706y	C:/My%20Web%20Sites/Innoculus/0.gravatar.com/js/gprofilesd732.js	(from https://innoculusteam.wordpress.com/)
22:44:32	18573/18573	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Feb%202017%2008:00:28%20GMT	https://innoculusteam.files.wordpress.com/2017/02/cropped-innoculus-icon.png?w=180	C:/My%20Web%20Sites/Innoculus/innoculusteam.files.wordpress.com/2017/02/cropped-innoculus-iconad83.png	(from https://innoculusteam.wordpress.com/)
22:44:32	582/582	---MCZ	200	added ('OK')	application/x-javascript	date:Sat,%2011%20Feb%202017%2011:44:31%20GMT	https://s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1380573781h	C:/My%20Web%20Sites/Innoculus/s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohoc3b6.js	(from https://innoculusteam.wordpress.com/)
22:44:32	20540/20540	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Feb%202017%2011:44:31%20GMT	https://innoculusteam.wordpress.com/about/	C:/My%20Web%20Sites/Innoculus/innoculusteam.wordpress.com/about/index.html	(from https://innoculusteam.wordpress.com/)
22:44:32	22022/22022	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Feb%202017%2011:44:31%20GMT	https://innoculusteam.wordpress.com/contact/	C:/My%20Web%20Sites/Innoculus/innoculusteam.wordpress.com/contact/index.html	(from https://innoculusteam.wordpress.com/)
22:44:32	21877/21877	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Feb%202017%2011:44:31%20GMT	https://innoculusteam.wordpress.com/blog/	C:/My%20Web%20Sites/Innoculus/innoculusteam.wordpress.com/blog/index.html	(from https://innoculusteam.wordpress.com/)
22:44:32	486/486	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2011%20Feb%202017%2011:44:31%20GMT	https://innoculusteam.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	C:/My%20Web%20Sites/Innoculus/innoculusteam.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from https://innoculusteam.wordpress.com/)
22:44:33	32943/32943	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Feb%202017%2011:44:32%20GMT	https://innoculusteam.wordpress.com/portfolio/project-001-world-domination/	C:/My%20Web%20Sites/Innoculus/innoculusteam.wordpress.com/portfolio/project-001-world-domination/index.html	(from https://innoculusteam.wordpress.com/)
22:44:34	11774/11774	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225890f68b-405c%22	http://stats.wp.com/w.js?56	C:/My%20Web%20Sites/Innoculus/stats.wp.com/w9f61.js	(from https://innoculusteam.wordpress.com/)
22:44:34	58365/58365	---M-Z	200	added ('OK')	application/javascript	etag:%224334691e3e670fcc3d026cddb03ebe8c%22	https://s.skimresources.com/js/725X1342.skimlinks.js	C:/My%20Web%20Sites/Innoculus/s.skimresources.com/js/725X1342.skimlinks.js	(from https://innoculusteam.wordpress.com/)
22:44:34	43/43	---M--	200	added ('OK')	image/gif	date:Sat,%2011%20Feb%202017%2011:44:33%20GMT	https://pixel.wp.com/b.gif?v=noscript	C:/My%20Web%20Sites/Innoculus/pixel.wp.com/b0b80.gif	(from https://innoculusteam.wordpress.com/)
22:44:35	1103/1103	---MCZ	200	added ('OK')	text/css	date:Sat,%2011%20Feb%202017%2011:44:33%20GMT	https://s0.wp.com/wp-content/mu-plugins/grunion-contact-form/css/grunion.css?m=1443822690h	C:/My%20Web%20Sites/Innoculus/s0.wp.com/wp-content/mu-plugins/grunion-contact-form/css/grunion3601.css	(from https://innoculusteam.wordpress.com/contact/)
22:44:35	14394/14394	---MCZ	200	added ('OK')	text/css	etag:W/%22588b8368-383a%22	https://s0.wp.com/_static/??/wp-content/mu-plugins/actionbar/actionbar.css,/wp-content/themes/h4/global.css?m=1485538130j	C:/My%20Web%20Sites/Innoculus/s0.wp.com/_static/index397e.html	(from https://innoculusteam.wordpress.com/blog/)
22:44:35	7043/7043	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Feb%202017%2007:27:41%20GMT	https://innoculusteam.files.wordpress.com/2017/02/alternate-sidebar1.jpg?w=200&h=133&crop=1	C:/My%20Web%20Sites/Innoculus/innoculusteam.files.wordpress.com/2017/02/alternate-sidebar18140.jpg	(from https://innoculusteam.wordpress.com/blog/)
22:44:35	20606/20606	---MCZ	200	added ('OK')	text/css	date:Sat,%2011%20Feb%202017%2011:44:34%20GMT	https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h	C:/My%20Web%20Sites/Innoculus/s1.wp.com/wp-content/mu-plugins/highlander-comments/style0196.css	(from https://innoculusteam.wordpress.com/portfolio/project-001-world-domination/)
22:44:35	44767/44767	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Feb%202017%2011:44:34%20GMT	https://innoculusteam.wordpress.com/2017/02/11/firstpost/	C:/My%20Web%20Sites/Innoculus/innoculusteam.wordpress.com/2017/02/11/firstpost/index.html	(from https://innoculusteam.wordpress.com/blog/)
22:44:35	22165/22165	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Feb%202017%2011:44:35%20GMT	https://innoculusteam.wordpress.com/author/vancratt/	C:/My%20Web%20Sites/Innoculus/innoculusteam.wordpress.com/author/vancratt/index.html	(from https://innoculusteam.wordpress.com/blog/)
22:44:36	595/595	---MCZ	200	added ('OK')	application/x-javascript	date:Sat,%2011%20Feb%202017%2011:44:35%20GMT	https://s1.wp.com/wp-content/mu-plugins/akismet-3.0/_inc/form.js?m=1404442431h	C:/My%20Web%20Sites/Innoculus/s1.wp.com/wp-content/mu-plugins/akismet-3.0/_inc/formcd10.js	(from https://innoculusteam.wordpress.com/portfolio/project-001-world-domination/)
